time [s];vehicle_speed [km/h];acceleration [m/s^2];slope [°]
1075;48,5;0,152777778;0
1076;49,1;0,166666667;0
1077;49,7;0,152777778;0
1078;50,2;0,111111111;0
1079;50,5;0,083333333;0
1080;50,8;0,083333333;0
1081;51,1;0,069444444;0
1082;51,3;0,027777778;0
1083;51,3;0;0
1084;51,3;0;0
1085;51,3;-0,013888889;0
1086;51,2;-0,027777778;0
1087;51,1;0;0
1088;51,2;0,041666667;0
1089;51,4;0,055555556;0
1090;51,6;0,069444444;0
1091;51,9;0,069444444;0
1092;52,1;0,055555556;0
1093;52,3;0,041666667;0
1094;52,4;0,013888889;0
1095;52,4;-0,027777778;0
1096;52,2;-0,069444444;0
1097;51,9;-0,083333333;0
1098;51,6;-0,083333333;0
1099;51,3;-0,083333333;0
1100;51;-0,055555556;0
1101;50,9;0;0
1102;51;0,083333333;0
1103;51,5;0,180555556;0
1104;52,3;0,277777778;0
1105;53,5;0,375;0
1106;55;0,458333333;0
1107;56,8;0,527777778;0
1108;58,8;0,569444444;0
1109;60,9;0,583333333;0
1110;63;0,569444444;0
1111;65;0,541666667;0
1112;66,9;0,5;0
1113;68,6;0,444444444;0
1114;70,1;0,402777778;0
1115;71,5;0,375;0
1116;72,8;0,333333333;0
1117;73,9;0,291666667;0
1118;74,9;0,263888889;0
1119;75,8;0,236111111;0
1120;76,6;0,194444444;0
1121;77,2;0,152777778;0
1122;77,7;0,125;0
1123;78,1;0,083333333;0
1124;78,3;0,055555556;0
1125;78,5;0,027777778;0
1126;78,5;0;0
1127;78,5;0,013888889;0
1128;78,6;0,013888889;0
1129;78,6;0,027777778;0
1130;78,8;0,055555556;0
1131;79;0,083333333;0
1132;79,4;0,097222222;0
1133;79,7;0,111111111;0
1134;80,2;0,111111111;0
1135;80,5;0,097222222;0
1136;80,9;0,083333333;0
1137;81,1;0,041666667;0
1138;81,2;0,027777778;0
1139;81,3;0;0
1140;81,2;-0,041666667;0
1141;81;-0,083333333;0
1142;80,6;-0,138888889;0
1143;80;-0,208333333;0
1144;79,1;-0,277777778;0
1145;78;-0,319444444;0
1146;76,8;-0,347222222;0
1147;75,5;-0,375;0
1148;74,1;-0,361111111;0
1149;72,9;-0,305555556;0
1150;71,9;-0,236111111;0
1151;71,2;-0,138888889;0
1152;70,9;-0,027777778;0
1153;71;0,083333333;0
1154;71,5;0,180555556;0
1155;72,3;0,236111111;0
1156;73,2;0,25;0
1157;74,1;0,236111111;0
1158;74,9;0,180555556;0
1159;75,4;0,083333333;0
1160;75,5;-0,027777778;0
1161;75,2;-0,138888889;0
1162;74,5;-0,263888889;0
1163;73,3;-0,388888889;0
1164;71,7;-0,472222222;0
1165;69,9;-0,527777778;0
1166;67,9;-0,583333333;0
1167;65,7;-0,611111111;0
1168;63,5;-0,625;0
1169;61,2;-0,625;0
1170;59;-0,611111111;0
1171;56,8;-0,597222222;0
1172;54,7;-0,569444444;0
1173;52,7;-0,527777778;0
1174;50,9;-0,458333333;0
1175;49,4;-0,388888889;0
1176;48,1;-0,319444444;0
1177;47,1;-0,222222222;0
1178;46,5;-0,111111111;0
1179;46,3;0;0
1180;46,5;0,125;0
1181;47,2;0,25;0
1182;48,3;0,347222222;0
1183;49,7;0,416666667;0
1184;51,3;0,458333333;0
1185;53;0,5;0
1186;54,9;0,513888889;0
1187;56,7;0,513888889;0
1188;58,6;0,486111111;0
1189;60,2;0,416666667;0
1190;61,6;0,333333333;0
1191;62,6;0,208333333;0
1192;63,1;0,069444444;0
1193;63,1;-0,041666667;0
1194;62,8;-0,125;0
1195;62,2;-0,194444444;0
1196;61,4;-0,208333333;0
1197;60,7;-0,180555556;0
1198;60,1;-0,125;0
1199;59,8;-0,027777778;0
1200;59,9;0,083333333;0
1201;60,4;0,208333333;0
1202;61,4;0,319444444;0
1203;62,7;0,402777778;0
1204;64,3;0,472222222;0
1205;66,1;0,5;0
1206;67,9;0,5;0
1207;69,7;0,486111111;0
1208;71,4;0,472222222;0
1209;73,1;0,458333333;0
1210;74,7;0,430555556;0
1211;76,2;0,388888889;0
1212;77,5;0,333333333;0
1213;78,6;0,305555556;0
1214;79,7;0,277777778;0
1215;80,6;0,25;0
1216;81,5;0,222222222;0
1217;82,2;0,208333333;0
1218;83;0,208333333;0
1219;83,7;0,194444444;0
1220;84,4;0,166666667;0
1221;84,9;0,097222222;0
1222;85,1;0,041666667;0
1223;85,2;-0,027777778;0
1224;84,9;-0,111111111;0
1225;84,4;-0,180555556;0
1226;83,6;-0,236111111;0
1227;82,7;-0,291666667;0
1228;81,5;-0,361111111;0
1229;80,1;-0,388888889;0
1230;78,7;-0,375;0
1231;77,4;-0,347222222;0
1232;76,2;-0,277777778;0
1233;75,4;-0,194444444;0
1234;74,8;-0,152777778;0
1235;74,3;-0,138888889;0
1236;73,8;-0,152777778;0
1237;73,2;-0,194444444;0
1238;72,4;-0,222222222;0
1239;71,6;-0,222222222;0
1240;70,8;-0,208333333;0
1241;70,1;-0,166666667;0
1242;69,6;-0,111111111;0
1243;69,3;-0,069444444;0
1244;69,1;-0,041666667;0
1245;69;-0,041666667;0
1246;68,8;-0,055555556;0
1247;68,6;-0,055555556;0
1248;68,4;-0,069444444;0
1249;68,1;-0,083333333;0
1250;67,8;-0,083333333;0
1251;67,5;-0,097222222;0
1252;67,1;-0,111111111;0
1253;66,7;-0,111111111;0
1254;66,3;-0,125;0
1255;65,8;-0,111111111;0
1256;65,5;-0,097222222;0
1257;65,1;-0,083333333;0
1258;64,9;-0,069444444;0
1259;64,6;-0,069444444;0
1260;64,4;-0,069444444;0
1261;64,1;-0,083333333;0
1262;63,8;-0,083333333;0
1263;63,5;-0,083333333;0
1264;63,2;-0,097222222;0
1265;62,8;-0,111111111;0
1266;62,4;-0,111111111;0
1267;62;-0,138888889;0
1268;61,4;-0,166666667;0
1269;60,8;-0,222222222;0
1270;59,8;-0,305555556;0
1271;58,6;-0,402777778;0
1272;56,9;-0,527777778;0
1273;54,8;-0,625;0
1274;52,4;-0,680555556;0
1275;49,9;-0,708333333;0
1276;47,3;-0,708333333;0
1277;44,8;-0,652777778;0
1278;42,6;-0,569444444;0
1279;40,7;-0,458333333;0
1280;39,3;-0,319444444;0
1281;38,4;-0,166666667;0
1282;38,1;-0,041666667;0
1283;38,1;0,055555556;0
1284;38,5;0,138888889;0
1285;39,1;0,194444444;0
1286;39,9;0,236111111;0
1287;40,8;0,25;0
1288;41,7;0,222222222;0
1289;42,4;0,194444444;0
1290;43,1;0,166666667;0
1291;43,6;0,152777778;0
1292;44,2;0,166666667;0
1293;44,8;0,180555556;0
1294;45,5;0,208333333;0
1295;46,3;0,236111111;0
1296;47,2;0,25;0
1297;48,1;0,263888889;0
1298;49,1;0,263888889;0
1299;50;0,263888889;0
1300;51;0,263888889;0
1301;51,9;0,236111111;0
1302;52,7;0,208333333;0
1303;53,4;0,194444444;0
1304;54,1;0,194444444;0
1305;54,8;0,194444444;0
1306;55,5;0,208333333;0
1307;56,3;0,236111111;0
1308;57,2;0,263888889;0
1309;58,2;0,277777778;0
1310;59,2;0,25;0
1311;60;0,222222222;0
1312;60,8;0,208333333;0
1313;61,5;0,194444444;0
1314;62,2;0,194444444;0
1315;62,9;0,208333333;0
1316;63,7;0,208333333;0
1317;64,4;0,194444444;0
1318;65,1;0,208333333;0
1319;65,9;0,208333333;0
1320;66,6;0,166666667;0
1321;67,1;0,027777778;0
1322;66,8;-0,208333333;0
1323;65,6;-0,486111111;0
1324;63,3;-0,75;0
1325;60,2;-0,986111111;0
1326;56,2;-1,111111111;0
1327;52,2;-1,083333333;0
1328;48,4;-1;0
1329;45;-0,944444444;0
1330;41,6;-0,888888889;0
1331;38,6;-0,722222222;0
1332;36,4;-0,527777778;0
1333;34,8;-0,305555556;0
1334;34,2;-0,013888889;0
1335;34,7;0,291666667;0
1336;36,3;0,527777778;0
1337;38,5;0,652777778;0
1338;41;0,722222222;0
1339;43,7;0,763888889;0
1340;46,5;0,75;0
1341;49,1;0,708333333;0
1342;51,6;0,666666667;0
1343;53,9;0,611111111;0
1344;56;0,555555556;0
1345;57,9;0,513888889;0
1346;59,7;0,458333333;0
1347;61,2;0,388888889;0
1348;62,5;0,319444444;0
1349;63,5;0,25;0
1350;64,3;0,208333333;0
1351;65;0,152777778;0
1352;65,4;0,097222222;0
1353;65,7;0,069444444;0
1354;65,9;0,027777778;0
1355;65,9;0;0
1356;65,9;-0,013888889;0
1357;65,8;-0,013888889;0
1358;65,8;0;0
1359;65,8;0;0
1360;65,8;0;0
1361;65,8;0,013888889;0
1362;65,9;0,027777778;0
1363;66;0,013888889;0
1364;66;0;0
1365;66;0;0
1366;66;0,013888889;0
1367;66,1;0,027777778;0
1368;66,2;0,027777778;0
1369;66,3;0,041666667;0
1370;66,5;0,055555556;0
1371;66,7;0,055555556;0
1372;66,9;0,041666667;0
1373;67;0,027777778;0
1374;67,1;0,013888889;0
1375;67,1;-0,013888889;0
1376;67;-0,027777778;0
1377;66,9;-0,027777778;0
1378;66,8;-0,027777778;0
1379;66,7;-0,013888889;0
1380;66,7;0,013888889;0
1381;66,8;0,041666667;0
1382;67;0,083333333;0
1383;67,4;0,125;0
1384;67,9;0,166666667;0
1385;68,6;0,166666667;0
1386;69,1;0,125;0
1387;69,5;0,097222222;0
1388;69,8;0,055555556;0
1389;69,9;-0,041666667;0
1390;69,5;-0,138888889;0
1391;68,9;-0,194444444;0
1392;68,1;-0,208333333;0
1393;67,4;-0,194444444;0
1394;66,7;-0,152777778;0
1395;66,3;-0,069444444;0
1396;66,2;0;0
1397;66,3;0,041666667;0
1398;66,5;0,055555556;0
1399;66,7;0,055555556;0
1400;66,9;0,041666667;0
1401;67;0,027777778;0
1402;67,1;0,013888889;0
1403;67,1;-0,013888889;0
1404;67;-0,027777778;0
1405;66,9;-0,027777778;0
1406;66,8;-0,027777778;0
1407;66,7;-0,013888889;0
1408;66,7;0,013888889;0
1409;66,8;0,041666667;0
1410;67;0,069444444;0
1411;67,3;0,097222222;0
1412;67,7;0,111111111;0
1413;68,1;0,125;0
1414;68,6;0,125;0
1415;69;0,097222222;0
1416;69,3;0,041666667;0
1417;69,3;-0,013888889;0
1418;69,2;-0,069444444;0
1419;68,8;-0,138888889;0
1420;68,2;-0,166666667;0
1421;67,6;-0,111111111;0
1422;67,4;-0,055555556;0
1423;67,2;-0,069444444;0
1424;66,9;-0,125;0
1425;66,3;-0,208333333;0
1426;65,4;-0,319444444;0
1427;64;-0,416666667;0
1428;62,4;-0,472222222;0
1429;60,6;-0,527777778;0
1430;58,6;-0,541666667;0
1431;56,7;-0,527777778;0
1432;54,8;-0,513888889;0
1433;53;-0,486111111;0
1434;51,3;-0,472222222;0
1435;49,6;-0,486111111;0
1436;47,8;-0,569444444;0
1437;45,5;-0,694444444;0
1438;42,8;-0,791666667;0
1439;39,8;-0,875;0
1440;36,5;-0,944444444;0
1441;33;-0,972222222;0
1442;29,5;-1;0
1443;25,8;-1,027777778;0
1444;22,1;-1;0
1445;18,6;-0,944444444;0
1446;15,3;-0,861111111;0
1447;12,4;-0,791666667;0
1448;9,6;-0,805555556;0
1449;6,6;-0,805555556;0
1450;3,8;-0,694444444;0
1451;1,6;-0,527777778;0
1452;0;-0,222222222;0
1453;0;0;0
1454;0;0;0
1455;0;0;0
1456;0;0;0
1457;0;0;0
1458;0;0;0
1459;0;0;0
1460;0;0;0
1461;0;0;0
1462;0;0;0
1463;0;0;0
1464;0;0;0
1465;0;0;0
1466;0;0;0
1467;0;0;0
1468;0;0;0
1469;0;0;0
1470;0;0;0
1471;0;0;0
1472;0;0;0
1473;0;0;0
1474;0;0;0
1475;0;0;0
1476;0;0;0
1477;0;0;0
